"d";"g";"c";"sc";"p";"ccif";"glosa_ccif"
"10";"1";"1";"01";"03";"10.1.1.01.03";"CUOTAS DE INCORPORACIÓN Y EXÁMENES DE ADMISIÓN DE EDUCACIÓN PARA LA PRIMERA INFANCIA"
"10";"1";"1";"01";"99";"10.1.1.01.99";"OTROS GASTOS EN EDUCACIÓN PARA LA PRIMERA INFANCIA N.C.P."
"10";"1";"1";"02";"00";"10.1.1.02.00";"EDUCACIÓN PRIMARIA (1° A 6° BÁSICO) (S)"
"10";"1";"1";"02";"01";"10.1.1.02.01";"MATRÍCULAS DE EDUCACIÓN PRIMARIA (1° A 6° BÁSICO)"
"10";"1";"1";"02";"02";"10.1.1.02.02";"ARANCELES (MENSUALIZADOS) DE EDUCACIÓN PRIMARIA (1° A 6° BÁSICO)"
"10";"1";"1";"02";"03";"10.1.1.02.03";"CUOTAS DE INCORPORACIÓN Y EXÁMENES DE ADMISIÓN DE EDUCACIÓN PRIMARIA (1° A 6° BÁSICO)"
"10";"1";"1";"02";"99";"10.1.1.02.99";"OTROS GASTOS EN EDUCACIÓN PRIMARIA (1° A 6° BÁSICO) N.C.P."
"10";"2";"0";"00";"00";"10.2.0.00.00";"EDUCACIÓN SECUNDARIA"
"10";"2";"1";"00";"00";"10.2.1.00.00";"EDUCACIÓN SECUNDARIA (S)"
"10";"2";"1";"01";"00";"10.2.1.01.00";"EDUCACIÓN SECUNDARIA BAJA (S)"
"10";"2";"1";"01";"01";"10.2.1.01.01";"MATRÍCULAS DE EDUCACIÓN SECUNDARIA BAJA (7° Y 8° BÁSICO)"
"10";"2";"1";"01";"02";"10.2.1.01.02";"ARANCELES (MENSUALIZADOS) DE EDUCACIÓN SECUNDARIA BAJA (7° Y 8° BÁSICO)"
"10";"2";"1";"01";"03";"10.2.1.01.03";"CUOTAS DE INCORPORACIÓN Y EXÁMENES DE ADMISIÓN DE EDUCACIÓN SECUNDARIA BAJA (7° Y 8° BÁSICO)"
"10";"2";"1";"01";"99";"10.2.1.01.99";"OTROS GASTOS EN EDUCACIÓN SECUNDARIA BAJA (7° Y 8° BÁSICO) N.C.P."
"10";"2";"1";"02";"00";"10.2.1.02.00";"EDUCACIÓN SECUNDARIA ALTA (S)"
"10";"2";"1";"02";"01";"10.2.1.02.01";"MATRÍCULAS DE EDUCACIÓN SECUNDARIA ALTA (1° A 4° MEDIO)"
"10";"2";"1";"02";"02";"10.2.1.02.02";"ARANCELES (MENSUALIZADOS) DE EDUCACIÓN SECUNDARIA ALTA (1° A 4° MEDIO)"
"10";"2";"1";"02";"03";"10.2.1.02.03";"CUOTAS DE INCORPORACIÓN Y EXÁMENES DE ADMISIÓN DE EDUCACIÓN SECUNDARIA ALTA (1° A 4° MEDIO)"
"10";"2";"1";"02";"99";"10.2.1.02.99";"OTROS GASTOS EN EDUCACIÓN SECUNDARIA ALTA (1° A 4° MEDIO) N.C.P."
"10";"3";"0";"00";"00";"10.3.0.00.00";"EDUCACIÓN POSTSECUNDARIA NO TERCIARIA"
"10";"3";"1";"00";"00";"10.3.1.00.00";"EDUCACIÓN POSTSECUNDARIA NO TERCIARIA (S)"
"10";"3";"1";"01";"00";"10.3.1.01.00";"EDUCACIÓN POSTSECUNDARIA NO TERCIARIA (S)"
"10";"3";"1";"01";"01";"10.3.1.01.01";"EDUCACIÓN POSTSECUNDARIA NO TERCIARIA"
"10";"4";"0";"00";"00";"10.4.0.00.00";"EDUCACIÓN TERCIARIA"
"10";"4";"1";"00";"00";"10.4.1.00.00";"EDUCACIÓN TERCIARIA (S)"
"10";"4";"1";"01";"00";"10.4.1.01.00";"EDUCACIÓN TERCIARIA (S)"
"10";"4";"1";"01";"01";"10.4.1.01.01";"PRUEBAS DE ADMISIÓN UNIVERSITARIAS"
"10";"4";"1";"01";"02";"10.4.1.01.02";"MATRÍCULAS DE EDUCACIÓN TERCIARIA (EDUCACIÓN SUPERIOR)"
"10";"4";"1";"01";"03";"10.4.1.01.03";"ARANCELES (MENSUALIZADOS) DE EDUCACIÓN TERCIARIA (EDUCACIÓN SUPERIOR)"
"10";"4";"1";"01";"04";"10.4.1.01.04";"MATRÍCULAS DE POSTÍTULO Y POSTGRADO"
"10";"4";"1";"01";"05";"10.4.1.01.05";"ARANCELES (MENSUALIZADOS) DE POSTÍTULO Y POSTGRADO"
"10";"4";"1";"01";"99";"10.4.1.01.99";"OTROS GASTOS EN EDUCACIÓN TERCIARIA (EDUCACIÓN SUPERIOR) N.C.P."
"10";"5";"0";"00";"00";"10.5.0.00.00";"EDUCACIÓN NO ATRIBUIBLE A UN NIVEL"
"10";"5";"1";"00";"00";"10.5.1.00.00";"EDUCACIÓN NO ATRIBUIBLE A UN NIVEL (S)"
"10";"5";"1";"01";"00";"10.5.1.01.00";"TUTORÍAS (S)"
"10";"5";"1";"01";"01";"10.5.1.01.01";"CLASES PARTICULARES"
"10";"5";"1";"01";"02";"10.5.1.01.02";"MATRÍCULAS DE PREUNIVERSITARIOS"
"10";"5";"1";"01";"03";"10.5.1.01.03";"ARANCELES (MENSUALIZADOS) DE PREUNIVERSITARIOS"
"10";"5";"1";"09";"00";"10.5.1.09.00";"OTROS TIPOS DE EDUCACIÓN NO ATRIBUIBLES A UN NIVEL (S)"
"10";"5";"1";"09";"01";"10.5.1.09.01";"CURSOS DE IDIOMAS"
"10";"5";"1";"09";"02";"10.5.1.09.02";"CURSOS DE COMPUTACIÓN Y TECNOLOGÍA DE LA INFORMACIÓN"
"10";"5";"1";"09";"03";"10.5.1.09.03";"OTROS CURSOS DE CAPACITACIÓN Y PERFECCIONAMIENTO, CERTIFICACIONES, SEMINARIOS, CONFERENCIAS Y SIMILARES"
"10";"5";"1";"09";"04";"10.5.1.09.04";"MATRÍCULAS DE EDUCACIÓN ESPECIAL NO ATRIBUIBLE A UN NIVEL"
"10";"5";"1";"09";"05";"10.5.1.09.05";"ARANCELES DE EDUCACIÓN ESPECIAL NO ATRIBUIBLE A UN NIVEL"
"10";"5";"1";"09";"06";"10.5.1.09.06";"CUOTAS DE INCORPORACIÓN Y/O EXÁMENES DE ADMISIÓN DE EDUCACIÓN ESPECIAL NO ATRIBUIBLE A UN NIVEL"
"10";"5";"1";"09";"07";"10.5.1.09.07";"OTROS GASTOS EN EDUCACIÓN ESPECIAL NO ATRIBUIBLE A UN NIVEL"
"10";"6";"0";"00";"00";"10.6.0.00.00";"GASTOS NO DESGLOSADOS EN SERVICIOS DE EDUCACIÓN"
"10";"6";"1";"00";"00";"10.6.1.00.00";"GASTOS NO DESGLOSADOS EN SERVICIOS DE EDUCACIÓN"
"10";"6";"1";"01";"00";"10.6.1.01.00";"GASTOS NO DESGLOSADOS EN SERVICIOS DE EDUCACIÓN"
"10";"6";"1";"01";"01";"10.6.1.01.01";"GASTOS NO DESGLOSADOS EN SERVICIOS DE EDUCACIÓN"
"11";"0";"0";"00";"00";"11.0.0.00.00";"SERVICIOS DE RESTAURANTES Y ALOJAMIENTO"
"11";"1";"0";"00";"00";"11.1.0.00.00";"SERVICIOS DE SUMINISTRO DE ALIMENTACIÓN Y BEBIDAS"
"11";"1";"1";"00";"00";"11.1.1.00.00";"RESTAURANTES, CAFÉS Y SIMILARES (S)"
"11";"1";"1";"01";"00";"11.1.1.01.00";"RESTAURANTES, CAFÉS Y SIMILARES, CON SERVICIO COMPLETO (S)"
"11";"1";"1";"01";"01";"11.1.1.01.01";"SÁNDWICHES, COMPLETOS, PIZZAS, EMPANADAS Y MASAS SALADAS CON RELLENO ADQUIRIDOS EN RESTAURANTES, CAFÉS Y SIMILARES, CON SERVICIO COMPLETO"
"11";"1";"1";"01";"02";"11.1.1.01.02";"PAPAS FRITAS, TABLAS Y SIMILARES ADQUIRIDOS EN RESTAURANTES, CAFÉS Y SIMILARES, CON SERVICIO COMPLETO"
"11";"1";"1";"01";"03";"11.1.1.01.03";"MASAS DULCES, TORTAS, TARTALETAS Y OTROS PRODUCTOS DE MASAS DULCES ADQUIRIDOS EN RESTAURANTES, CAFÉS Y SIMILARES, CON SERVICIO COMPLETO"
"11";"1";"1";"01";"04";"11.1.1.01.04";"HELADOS, GRANIZADOS Y OTROS POSTRES SIN MASA, ADQUIRIDOS EN RESTAURANTES, CAFÉS Y SIMILARES, CON SERVICIO COMPLETO"
"11";"1";"1";"01";"05";"11.1.1.01.05";"TÉ, CAFÉ E INFUSIONES ADQUIRIDOS EN RESTAURANTES, CAFÉS Y SIMILARES, CON SERVICIO COMPLETO"
"11";"1";"1";"01";"06";"11.1.1.01.06";"OTRAS BEBIDAS NO ALCOHÓLICAS ADQUIRIDAS EN RESTAURANTES, CAFÉS Y SIMILARES, CON SERVICIO COMPLETO"
"11";"1";"1";"01";"07";"11.1.1.01.07";"VINOS ADQUIRIDOS EN RESTAURANTES, CAFÉS Y SIMILARES, CON SERVICIO COMPLETO"
"11";"1";"1";"01";"08";"11.1.1.01.08";"CERVEZAS ADQUIRIDAS EN RESTAURANTES, CAFÉS Y SIMILARES, CON SERVICIO COMPLETO"
"11";"1";"1";"01";"09";"11.1.1.01.09";"OTRAS BEBIDAS ALCOHÓLICAS FERMENTADAS O DESTILADAS (PURAS O COMBINADAS), ADQUIRIDAS EN RESTAURANTES, CAFÉS Y SIMILARES, CON SERVICIO COMPLETO"
"11";"1";"1";"01";"10";"11.1.1.01.10";"PLATOS DE ENTRADAS ADQUIRIDOS EN RESTAURANTES, CAFÉS Y SIMILARES, CON SERVICIO COMPLETO"
"11";"1";"1";"01";"11";"11.1.1.01.11";"PLATOS DE FONDO ADQUIRIDOS EN RESTAURANTES, CAFÉS Y SIMILARES, CON SERVICIO COMPLETO"
"11";"1";"1";"01";"12";"11.1.1.01.12";"DESAYUNOS Y ONCES ADQUIRIDOS EN RESTAURANTES, CAFÉS Y SIMILARES, CON SERVICIO COMPLETO"
"11";"1";"1";"01";"13";"11.1.1.01.13";"ALMUERZOS Y CENAS ADQUIRIDOS EN RESTAURANTES, CAFÉS Y SIMILARES, CON SERVICIO COMPLETO"
"11";"1";"1";"01";"14";"11.1.1.01.14";"COMBOS O PROMOCIONES DE COMIDA RÁPIDA ADQUIRIDOS EN RESTAURANTES, CAFÉS Y SIMILARES, CON SERVICIO COMPLETO"
"11";"1";"1";"01";"88";"11.1.1.01.88";"ALIMENTOS Y BEBIDAS LISTOS PARA SU CONSUMO NO DESGLOSADOS ADQUIRIDOS EN RESTAURANTES, CAFÉS Y SIMILARES, CON SERVICIO COMPLETO"
"11";"1";"1";"01";"99";"11.1.1.01.99";"OTROS PRODUCTOS ADQUIRIDOS EN RESTAURANTES, CAFÉS Y SIMILARES, CON SERVICIO COMPLETO N.C.P."
"11";"1";"1";"02";"00";"11.1.1.02.00";"RESTAURANTES, CAFÉS Y SIMILARES, CON SERVICIO LIMITADO (S)"
"11";"1";"1";"02";"01";"11.1.1.02.01";"SÁNDWICHES, COMPLETOS, PIZZAS, EMPANADAS Y MASAS SALADAS CON RELLENO LISTOS PARA SU CONSUMO, ADQUIRIDOS EN RESTAURANTES, CAFÉS Y SIMILARES, CON SERVICIO LIMITADO"
"11";"1";"1";"02";"02";"11.1.1.02.02";"PAPAS FRITAS, SOPAIPILLAS Y OTROS ALIMENTOS DE PICOTEO LISTOS PARA SU CONSUMO, ADQUIRIDOS EN RESTAURANTES, CAFÉS Y SIMILARES, CON SERVICIO LIMITADO"
"11";"1";"1";"02";"03";"11.1.1.02.03";"MASAS DULCES, TORTAS, TARTALETAS Y OTROS PRODUCTOS DE MASAS DULCES SIN ENVASAR LISTOS PARA SU CONSUMO, ADQUIRIDOS EN RESTAURANTES, CAFÉS Y SIMILARES, CON SERVICIO LIMITADO"
"11";"1";"1";"02";"04";"11.1.1.02.04";"HELADOS, GRANIZADOS Y OTROS POSTRES SIN MASA, LISTOS PARA SU CONSUMO, ADQUIRIDOS EN RESTAURANTES, CAFÉS Y SIMILARES, CON SERVICIO LIMITADO"
"11";"1";"1";"02";"05";"11.1.1.02.05";"POLLOS ASADOS LISTOS PARA SU CONSUMO, ADQUIRIDOS EN RESTAURANTES, POLLERÍAS Y SIMILARES, CON SERVICIO LIMITADO"
"11";"1";"1";"02";"06";"11.1.1.02.06";"TÉ, CAFÉ E INFUSIONES LISTOS PARA SU CONSUMO, ADQUIRIDOS EN RESTAURANTES, CAFÉS Y SIMILARES, CON SERVICIO LIMITADO"
"11";"1";"1";"02";"07";"11.1.1.02.07";"OTRAS BEBIDAS NO ALCOHÓLICAS LISTAS PARA SU CONSUMO, ADQUIRIDAS EN RESTAURANTES, CAFÉS Y SIMILARES, CON SERVICIO LIMITADO"
"11";"1";"1";"02";"08";"11.1.1.02.08";"VINOS ADQUIRIDOS EN RESTAURANTES, CAFÉS Y SIMILARES, CON SERVICIO LIMITADO"
"11";"1";"1";"02";"09";"11.1.1.02.09";"CERVEZAS ADQUIRIDAS EN RESTAURANTES, CAFÉS Y SIMILARES, CON SERVICIO LIMITADO"
"11";"1";"1";"02";"10";"11.1.1.02.10";"OTRAS BEBIDAS ALCOHÓLICAS FERMENTADAS O DESTILADAS (PURAS O COMBINADAS), ADQUIRIDAS EN RESTAURANTES, CAFÉS Y SIMILARES, CON SERVICIO LIMITADO"
"11";"1";"1";"02";"11";"11.1.1.02.11";"PLATOS DE FONDO LISTOS PARA SU CONSUMO, ADQUIRIDOS EN RESTAURANTES, CAFÉS Y SIMILARES, CON SERVICIO LIMITADO"
"11";"1";"1";"02";"12";"11.1.1.02.12";"ALMUERZOS Y CENAS ADQUIRIDOS EN RESTAURANTES, CAFÉS Y SIMILARES, CON SERVICIO LIMITADO"
"11";"1";"1";"02";"13";"11.1.1.02.13";"COMBOS O PROMOCIONES DE COMIDA RÁPIDA LISTOS PARA SU CONSUMO, ADQUIRIDOS EN RESTAURANTES, CAFÉS Y SIMILARES, CON SERVICIO LIMITADO"
"11";"1";"1";"02";"14";"11.1.1.02.14";"SÁNDWICHES, COMPLETOS, PIZZAS, EMPANADAS Y MASAS SALADAS CON RELLENO LISTOS PARA SU CONSUMO, ADQUIRIDOS EN COMERCIO AMBULANTE, CARRITOS DE COMIDA Y SIMILARES"
"11";"1";"1";"02";"15";"11.1.1.02.15";"PAPAS FRITAS, SOPAIPILLAS Y OTROS ALIMENTOS DE PICOTEO LISTOS PARA SU CONSUMO, ADQUIRIDOS EN COMERCIO AMBULANTE, CARRITOS DE COMIDA Y SIMILARES"
"11";"1";"1";"02";"16";"11.1.1.02.16";"MASAS DULCES, TORTAS, TARTALETAS Y OTROS PRODUCTOS DE MASAS DULCES SIN ENVASAR LISTOS PARA SU CONSUMO, ADQUIRIDOS EN COMERCIO AMBULANTE, CARRITOS DE COMIDA Y SIMILARES"
"11";"1";"1";"02";"17";"11.1.1.02.17";"HELADOS, GRANIZADOS Y OTROS POSTRES SIN MASA, LISTOS PARA SU CONSUMO, ADQUIRIDOS EN COMERCIO AMBULANTE, CARRITOS DE COMIDA Y SIMILARES"
"11";"1";"1";"02";"18";"11.1.1.02.18";"TÉ, CAFÉ E INFUSIONES LISTOS PARA SU CONSUMO, ADQUIRIDOS EN COMERCIO AMBULANTE, CARRITOS DE COMIDA Y SIMILARES"
"11";"1";"1";"02";"19";"11.1.1.02.19";"OTRAS BEBIDAS NO ALCOHÓLICAS LISTAS PARA SU CONSUMO, ADQUIRIDAS EN COMERCIO AMBULANTE, CARRITOS DE COMIDA Y SIMILARES"
"11";"1";"1";"02";"20";"11.1.1.02.20";"BEBIDAS ALCOHÓLICAS LISTAS PARA SU CONSUMO, ADQUIRIDAS EN COMERCIO AMBULANTE, CARRITOS DE COMIDA Y SIMILARES"
"11";"1";"1";"02";"21";"11.1.1.02.21";"PLATOS DE FONDO LISTOS PARA SU CONSUMO, ADQUIRIDOS EN COMERCIO AMBULANTE, CARRITOS DE COMIDA Y SIMILARES"
"11";"1";"1";"02";"22";"11.1.1.02.22";"MENÚS LISTOS PARA SU CONSUMO, ADQUIRIDOS EN COMERCIO AMBULANTE, CARRITOS DE COMIDA Y SIMILARES"
"11";"1";"1";"02";"23";"11.1.1.02.23";"COMBOS O PROMOCIONES DE COMIDA RÁPIDA LISTOS PARA SU CONSUMO, ADQUIRIDOS EN COMERCIO AMBULANTE, CARRITOS DE COMIDA Y SIMILARES"
"11";"1";"1";"02";"24";"11.1.1.02.24";"ALIMENTOS Y BEBIDAS PREPARADOS, QUE SON DISPENSADOS A TRAVÉS DE MÁQUINAS EXPENDEDORAS COMO PARTE DEL SERVICIO DE ENTREGA DE RESTAURANTES AUTÓMATAS"
"11";"1";"1";"02";"25";"11.1.1.02.25";"ALIMENTOS Y BEBIDAS PREPARADOS, QUE SON ENTREGADOS POR SERVICIOS DE BANQUETERÍA"
"11";"1";"1";"02";"26";"11.1.1.02.26";"ALIMENTOS Y BEBIDAS LISTOS PARA SU CONSUMO, PROPORCIONADOS POR SERVICIOS DE TRANSPORTE (AVIONES, TRENES, BARCOS, ETC.)"
"11";"1";"1";"02";"88";"11.1.1.02.88";"ALIMENTOS Y BEBIDAS LISTOS PARA SU CONSUMO NO DESGLOSADOS, ADQUIRIDOS EN RESTAURANTES, CAFÉS Y SIMILARES CON SERVICIO LIMITADO"
"11";"1";"1";"02";"99";"11.1.1.02.99";"OTROS ALIMENTOS Y BEBIDAS LISTOS PARA SU CONSUMO, ADQUIRIDOS EN RESTAURANTES, CAFÉS Y SIMILARES CON SERVICIO LIMITADO N.C.P."
"11";"1";"2";"00";"00";"11.1.2.00.00";"COMEDORES, CAFETERÍAS Y CASINOS DE ALIMENTACIÓN (S)"
"11";"1";"2";"01";"00";"11.1.2.01.00";"COMEDORES, CAFETERÍAS DE UNIVERSIDADES, ESCUELAS Y JARDINES INFANTILES (S)"
"11";"1";"2";"01";"01";"11.1.2.01.01";"COMEDORES, CAFETERÍAS DE UNIVERSIDADES, ESCUELAS Y JARDINES INFANTILES"
"11";"1";"2";"09";"00";"11.1.2.09.00";"OTROS COMEDORES, CAFETERÍAS Y CASINOS DE ALIMENTACIÓN (S)"
"11";"1";"2";"09";"01";"11.1.2.09.01";"OTROS COMEDORES, CAFETERÍAS Y CASINOS DE ALIMENTACIÓN"
"11";"2";"0";"00";"00";"11.2.0.00.00";"SERVICIOS DE ALOJAMIENTO"
"11";"2";"1";"00";"00";"11.2.1.00.00";"SERVICIOS DE ALOJAMIENTO (S)
"
"11";"2";"1";"01";"00";"11.2.1.01.00";"HOTELES, MOTELES, POSADAS Y SERVICIOS SIMILARES DE ALOJAMIENTO (S)"
"11";"2";"1";"01";"01";"11.2.1.01.01";"HOTELES, APART HOTEL Y MOTELES"
"11";"2";"1";"01";"02";"11.2.1.01.02";"HOSTALES, POSADAS, HOSTERÍAS, PENSIONES Y RESIDENCIALES"
"11";"2";"1";"01";"03";"11.2.1.01.03";"RESORTS, UNIDADES DE TIEMPO COMPARTIDO Y LODGES"
"11";"2";"1";"02";"00";"11.2.1.02.00";"CENTROS DE VACACIONES, CAMPINGS, ALBERGUES JUVENILES Y ALOJAMIENTOS SIMILARES (S)"
"11";"2";"1";"02";"01";"11.2.1.02.01";"COMPLEJOS VACACIONALES Y CENTROS DE VACACIONES"
"11";"2";"1";"02";"02";"11.2.1.02.02";"CAMPING"
"11";"2";"1";"02";"03";"11.2.1.02.03";"ALBERGUES Y REFUGIOS"
"11";"2";"1";"02";"04";"11.2.1.02.04";"CABAÑAS"
"11";"2";"1";"03";"00";"11.2.1.03.00";"SERVICIOS DE ALOJAMIENTO EN INTERNADOS, UNIVERSIDADES Y OTROS ESTABLECIMIENTOS EDUCACIONALES (S)"
"11";"2";"1";"03";"01";"11.2.1.03.01";"SERVICIOS DE ALOJAMIENTO EN INTERNADOS, UNIVERSIDADES Y OTROS ESTABLECIMIENTOS EDUCACIONALES"
"11";"2";"1";"09";"00";"11.2.1.09.00";"OTROS SERVICIOS DE ALOJAMIENTO (S) 

"
"11";"2";"1";"09";"99";"11.2.1.09.99";"OTROS SERVICIOS DE ALOJAMIENTO N.C.P."
"11";"3";"0";"00";"00";"11.3.0.00.00";"GASTOS NO DESGLOSADOS EN SERVICIOS DE RESTAURANTES Y  ALOJAMIENTO"
"11";"3";"1";"00";"00";"11.3.1.00.00";"GASTOS NO DESGLOSADOS EN SERVICIOS DE RESTAURANTES Y  ALOJAMIENTO"
"11";"3";"1";"01";"00";"11.3.1.01.00";"GASTOS NO DESGLOSADOS EN SERVICIOS DE RESTAURANTES Y  ALOJAMIENTO"
"11";"3";"1";"01";"01";"11.3.1.01.01";"GASTOS NO DESGLOSADOS EN SERVICIOS DE RESTAURANTES Y  ALOJAMIENTO"
"12";"0";"0";"00";"00";"12.0.0.00.00";"SEGUROS Y SERVICIOS FINANCIEROS"
"12";"1";"0";"00";"00";"12.1.0.00.00";"SEGUROS"
"12";"1";"1";"00";"00";"12.1.1.00.00";"SEGUROS DE ACCIDENTES Y DE VIDA (S)"
"12";"1";"1";"01";"00";"12.1.1.01.00";"SEGUROS DE ACCIDENTES Y DE VIDA (S)"
"12";"1";"1";"01";"01";"12.1.1.01.01";"SEGUROS DE ACCIDENTES"
"12";"1";"1";"01";"02";"12.1.1.01.02";"SEGUROS DE VIDA"
"12";"1";"2";"00";"00";"12.1.2.00.00";"SEGUROS RELACIONADOS CON LA SALUD (S)"
"12";"1";"2";"01";"00";"12.1.2.01.00";"SEGUROS RELACIONADOS CON LA SALUD (S)"
"12";"1";"2";"01";"01";"12.1.2.01.01";"SEGUROS RELACIONADOS CON LA SALUD"
"12";"1";"3";"00";"00";"12.1.3.00.00";"SEGUROS RELACIONADOS CON LA VIVIENDA (S)"
"12";"1";"3";"01";"00";"12.1.3.01.00";"SEGUROS RELACIONADOS CON LA VIVIENDA (S)"
"12";"1";"3";"01";"01";"12.1.3.01.01";"SEGUROS RELACIONADOS CON LA VIVIENDA"
"12";"1";"4";"00";"00";"12.1.4.00.00";"SEGUROS RELACIONADOS CON EL TRANSPORTE (S)"
"12";"1";"4";"01";"00";"12.1.4.01.00";"SEGUROS DE TRANSPORTE PERSONAL (S)"
"12";"1";"4";"01";"01";"12.1.4.01.01";"SEGUROS RELACIONADOS CON VEHÍCULOS AUTOMOTORES"
"12";"1";"4";"01";"99";"12.1.4.01.99";"SEGUROS RELACIONADOS CON OTROS EQUIPOS DE TRANSPORTE PERSONAL N.C.P."
"12";"1";"4";"02";"00";"12.1.4.02.00";"SEGUROS DE VIAJES (S)"
"12";"1";"4";"02";"01";"12.1.4.02.01";"SEGUROS DE VIAJES"
"12";"1";"5";"00";"00";"12.1.5.00.00";"SEGUROS ASOCIADOS A INSTRUMENTOS FINANCIEROS (S)"
"12";"1";"5";"01";"00";"12.1.5.01.00";"SEGUROS ASOCIADOS A INSTRUMENTOS FINANCIEROS (S)"
"12";"1";"5";"01";"01";"12.1.5.01.01";"SEGUROS ASOCIADOS A INSTRUMENTOS FINANCIEROS DE INSTITUCIONES BANCARIAS"
"12";"1";"5";"01";"02";"12.1.5.01.02";"SEGUROS ASOCIADOS A INSTRUMENTOS FINANCIEROS DE CASAS COMERCIALES"
"12";"1";"5";"01";"03";"12.1.5.01.03";"SEGUROS ASOCIADOS A INSTRUMENTOS FINANCIEROS DE CAJAS DE COMPENSACIÓN Y COOPERATIVAS"
"12";"1";"5";"01";"99";"12.1.5.01.99";"SEGUROS ASOCIADOS A INSTRUMENTOS FINANCIEROS OTORGADOS POR OTRAS INSTITUCIONES DE INTERMEDIACIÓN FINANCIERA N.C.P."
"12";"1";"9";"00";"00";"12.1.9.00.00";"OTROS SEGUROS (S)"
"12";"1";"9";"01";"00";"12.1.9.01.00";"OTROS SEGUROS (S)"
"12";"1";"9";"01";"01";"12.1.9.01.01";"OTROS SEGUROS"
"12";"2";"0";"00";"00";"12.2.0.00.00";"SERVICIOS FINANCIEROS"
"12";"2";"1";"00";"00";"12.2.1.00.00";"SERVICIOS DE INTERMEDIACIÓN FINANCIERA MEDIDOS INDIRECTAMENTE (S)"
"12";"2";"1";"01";"00";"12.2.1.01.00";"SERVICIOS DE INTERMEDIACIÓN FINANCIERA MEDIDOS INDIRECTAMENTE (S)"
"12";"2";"1";"01";"01";"12.2.1.01.01";"GASTOS FINANCIEROS EN INTERESES POR PRÉSTAMOS DE INSTITUCIONES BANCARIAS"
"12";"2";"1";"01";"02";"12.2.1.01.02";"GASTOS FINANCIEROS EN INTERESES POR PRÉSTAMOS DE CASAS COMERCIALES"
"12";"2";"1";"01";"03";"12.2.1.01.03";"GASTOS FINANCIEROS EN INTERESES POR PRÉSTAMOS DE CAJAS DE COMPENSACIÓN Y COOPERATIVAS"
"12";"2";"1";"01";"04";"12.2.1.01.04";"GASTOS FINANCIEROS EN INTERESES POR PRÉSTAMOS OTORGADOS POR OTRAS INSTITUCIONES DE INTERMEDIACIÓN FINANCIERA REGULADAS POR LA CMF"
"12";"2";"1";"01";"05";"12.2.1.01.05";"GASTOS FINANCIEROS EN INTERESES POR PRÉSTAMOS OTORGADOS POR OTRAS INSTITUCIONES DE INTERMEDIACIÓN FINANCIERA NO REGULADAS POR LA CMF"
"12";"2";"2";"00";"00";"12.2.2.00.00";"CARGOS EXPLÍCITOS DE LAS CORPORACIONES QUE TOMAN DEPÓSITOS (S)"
"12";"2";"2";"01";"00";"12.2.2.01.00";"CARGOS EXPLÍCITOS DE LAS CORPORACIONES QUE TOMAN DEPÓSITOS (S)"
"12";"2";"2";"01";"01";"12.2.2.01.01";"GASTOS FINANCIEROS DE ADMINISTRACIÓN POR PRÉSTAMOS DE INSTITUCIONES BANCARIAS"
"12";"2";"2";"01";"02";"12.2.2.01.02";"GASTOS FINANCIEROS DE ADMINISTRACIÓN POR PRÉSTAMOS DE CAJAS DE COMPENSACIÓN Y COOPERATIVAS"
"12";"2";"2";"01";"03";"12.2.2.01.03";"COMISIONES DE INSTITUCIONES BANCARIAS"
"12";"2";"2";"01";"04";"12.2.2.01.04";"COMISIONES DE CAJAS DE COMPENSACIÓN Y COOPERATIVAS"
"12";"2";"9";"00";"00";"12.2.9.00.00";"OTROS SERVICIOS FINANCIEROS (S)"
"12";"2";"9";"01";"00";"12.2.9.01.00";"CARGOS POR REMESAS (S)"
"12";"2";"9";"01";"01";"12.2.9.01.01";"CARGOS POR REMESAS"
"12";"2";"9";"09";"00";"12.2.9.09.00";"OTROS SERVICIOS FINANCIEROS N.C.P. (S)"
"12";"2";"9";"09";"01";"12.2.9.09.01";"GASTOS FINANCIEROS DE ADMINISTRACIÓN POR PRÉSTAMOS OTORGADOS POR CASAS COMERCIALES"
"12";"2";"9";"09";"02";"12.2.9.09.02";"GASTOS FINANCIEROS DE ADMINISTRACIÓN POR PRÉSTAMOS OTORGADOS POR OTRAS INSTITUCIONES DE INTERMEDIACIÓN FINANCIERA"
"12";"2";"9";"09";"03";"12.2.9.09.03";"CARGOS ADMINISTRATIVOS E IMPLÍCITOS DE LOS FONDOS PRIVADOS DE PENSIONES Y SERVICIOS SIMILARES"
"12";"2";"9";"09";"04";"12.2.9.09.04";"COMISIONES DE CASAS COMERCIALES"
"12";"2";"9";"09";"05";"12.2.9.09.05";"COMISIONES DE OTRAS INSTITUCIONES DE INTERMEDIACIÓN FINANCIERA"
"12";"2";"9";"09";"06";"12.2.9.09.06";"COMISIONES POR COMPRA Y VENTA DE DIVISAS"
"12";"2";"9";"09";"99";"12.2.9.09.99";"OTROS SERVICIOS FINANCIEROS N.C.P."
"12";"3";"0";"00";"00";"12.3.0.00.00";"GASTOS NO DESGLOSADOS EN SEGUROS Y SERVICIOS FINANCIEROS"
"12";"3";"1";"00";"00";"12.3.1.00.00";"GASTOS NO DESGLOSADOS EN SEGUROS Y SERVICIOS FINANCIEROS"
